product_title	category	tag
伊藤烟熏法兰克福香肠150g	餐饮熟食-火腿熟食-培根肉肠-西式香肠	肉肠,肠,肠子,香肠
哈维宝盒混合坚果45g	快消品-休闲食品-坚果炒货-混合坚果	坚果,果仁,休闲零食,干果,坚果仁,混合果仁
得力记事贴76*76mm400页4色(颜色随机)1包	家居家装-办公文具-本册便签-便签	便条贴,生活日用品,记事贴,百事贴,文具
万谷食美黑米 400g	快消品-粮油调味-五谷杂粮-黑米	杂粮,米面,粮油副食,米面杂粮,米,黑米
果园老农加州开心果200g	快消品-休闲食品-坚果炒货-开心果	休闲零食,干果,开心果,坚果
优鲜沛蔓越莓果汁饮料（经典原味）加糖1L	快消品-饮料冲调-果蔬汁饮料-其他果蔬汁饮料	果饮,蔬果汁,果果汁,果蔬饮,果蔬汁饮料,饮料汁,果蔬汁,酒水饮料,鲜果汁,果汁饮料,果蔬,果汁,莓汁,莓果汁,饮料,鲜果饮,水果汁,水饮料,果味饮,果味饮料,果蔬饮料,蔓越莓汁,果汁汁
燕呢湾鲜活黑鱼400-600g	生鲜-海鲜水产-淡水鱼-黑鱼	鱼,七星鱼,鲜活水产,鲜活淡水鱼,生鱼,海鲜水产,黑鱼,乌鱼,财鱼
锦炉三鲜素菜丸165g	快消品-面点速食-火锅丸滑-其他火锅丸滑	
罗斯福6号啤酒330ml	快消品-中外名酒-啤酒-进口精酿啤酒	啤酒啤酒,酒,啤啤,酒水饮料,啤酒酒,啤酒啤,啤酒
九華粮品有机富硒鸡蛋10枚400g	生鲜-肉禽蛋-鲜蛋-鲜鸡蛋	土鸡蛋,鲜蛋,鸡蛋,鲜鸡蛋,粮蛋鸡蛋,富硒蛋
曼可顿阳光全麦餐包210g	餐饮熟食-烘焙糕点-面包吐司-花式面包	
汉康豆腐衣70g	快消品-面点速食-豆制品-其他豆制品	
恩施 鲜山猪优选前夹肉300g	生鲜-肉禽蛋-猪肉-猪腿肉	猪前腿肉,前夹肉,鲜肉,腿肉,前夹,前腿肉,猪肉,前后腿,猪腿肉,鲜腿肉,前腿
粉茄约500g	生鲜-蔬菜-瓜茄类-番茄	茄果,瓜茄,粉茄,蔬菜
正大 冷鲜鸡胗400g	生鲜-肉禽蛋-鸡副件-鸡胗	鸡胃,鸡,鸡胗,鸡肫,鲜鸡胗,冷鲜鸡胗,内脏,鸡杂,鸡肉,鸡内脏,鸡胗子
太太乐味精1kg	快消品-粮油调味-调味料-味精	调味料,鸡精,佐料,味素,味精,配料,粮油副食
小林怡滴香一滴消臭元 (自然清新)20ml	快消品-清洁用品-家居清洁-空气清新剂	除臭剂,家居厨卫,生活日用品,空气清新剂,消臭剂,芳香剂,消臭元
赣南小甜橙1.5kg起	生鲜-水果-柑桔橙柚类-橙子	赣南橙,橙,甜橙,橙子橙,橘橙,赣橙,橙子,水果
麒麟西瓜单粒4kg	生鲜-水果-瓜果类-西瓜	麟麟瓜,石缝瓜,西西瓜,麒麟瓜,西瓜麒麟,瓜果,水果,麒麟西瓜,西瓜
赣南脐橙500g(早熟）	生鲜-水果-柑桔橙柚类-橙子	赣南橙,橙,赣南脐橙,脐橙,橙子橙,橘橙,赣橙,橙子,水果
【冰爽】农夫山泉天然水1.5L（冷藏）	快消品-饮料冲调-饮用水-天然水	
华芙奶砖冰淇淋80g	快消品-乳品冷饮-冰淇淋-其他冰淇淋	奶砖,冰淇凌,冰激淋,冰砖,冰淇琳,雪糕,冰糕,冰激凌,冰淇淋
榙榙火龙果干50g	快消品-休闲食品-果干蜜饯-水果干	果干,蜜饯,果蔬干,水果干,休闲零食,火龙果干,干果,蔬果干,果蔬脆,果脯
鱼极蟹籽宝120g	快消品-面点速食-火锅丸滑-其他火锅丸滑	速冻食品,火锅,鱼丸,鱼籽,火锅丸,火锅丸子,鱼仔,丸子,肉丸,鱼蛋,蟹籽,蟹籽丸,蟹籽宝,鱼丸子
帕莱农进口猪五花肉450g	生鲜-肉禽蛋-猪肉-猪五花肉	猪五花,鲜肉,花肉,猪肉,五花肉,猪五花肉,五花
知味观龙井茶Q米馅艾草青团240g	快消品-面点速食-冷藏面点-其他冷藏米面制品	艾糍,青团子,团子,艾草青团,艾粄,青团,艾粑粑,艾糍粑,清明粿
恒慧火腿200g	餐饮熟食-火腿熟食-培根肉肠-冷藏火腿肠	肉肠,火腿肠,火腿,冷藏食品
衡亮果园散养鸡蛋6枚240g	生鲜-肉禽蛋-鲜蛋-鲜鸡蛋	土鸡蛋,鸡蛋,鲜蛋,鲜鸡蛋
鲜活鲍鱼	生鲜-海鲜水产-海水贝-鲍鱼	鲍鱼,贝类,鲜活水产,海鲜,海鲜水产,鱼
拉面说十三香小龙虾味脆鱼皮拌面178.4g	快消品-粮油调味-方便食品-方便面	拉面,方便面,龙虾拌面,拌拉面,快熟面,小龙虾拌面,面条,面,拌面,拉面说,方便速食
(整箱)雪菲力荔枝味复合果汁饮料250ml*24	快消品-饮料冲调-果蔬汁饮料-复合果蔬汁饮料	复合饮料,果饮,荔枝果汁,蔬果汁,果果汁,果蔬饮,果蔬汁饮料,复合果汁,饮料汁,果蔬汁,酒水饮料,果汁饮料,果蔬,果汁,饮料,复合果蔬汁,荔枝汁,果味饮,水果汁,水饮料,果味饮料,果蔬饮料,果汁汁
鲜活梭子蟹1只200g起(母)	生鲜-海鲜水产-海水蟹-梭子蟹	海螃蟹,海蟹,蟹,鲜活海水蟹,鲜活水产,海鲜水产,螃蟹,梭子蟹
老诚一锅红焖羊肉火锅1kg	餐饮熟食-快手菜肴-预制菜-肉禽类预制菜肴	红焖羊肉,羊肉火锅,羊肉锅,火锅
松花蛋6枚/盒	生鲜-肉禽蛋-加工蛋-松花/皮蛋	
飘柔精油润养柔顺洗发露200ml	快消品-个护美妆-洗发护发-洗发水	洗发膏,洗发乳,洗发,洗头膏,洗头水,洗发液,洗发精,洗发水,洗发护发,洗发露
科尔沁黄豆卤汁牛肉干25g	快消品-休闲食品-肉干肉脯-牛肉零食	干牛肉,干子,肉干,牛肉豆干,肉干豆干,休闲零食,牛肉干,肉脯,牛肉,卤肉,卤牛肉
避风塘鲜肉糯米烧麦240g	快消品-面点速食-冷冻面点-其他面点	速冻食品,烧麦,冷冻面点,烧卖,糯米烧,糯米烧麦,面点
印度无籽青提300g	生鲜-水果-浆果类-提子	葡萄,无籽提,青提子,无籽提子,青提,提子,水果
阿一波夹心海苔脆(巴旦木)20g	快消品-休闲食品-休闲小食-海苔/紫菜	休闲零食,海产品,海苔脆,海苔
好得睐京酱鸡柳250g	餐饮熟食-快手菜肴-预制菜-肉禽类预制菜肴	速冻食品,冷冻半成品,京酱鸡柳,鸡柳
KingOscar冷冻飞鱼籽芥末风味包160g	快消品-面点速食-火锅丸滑-其他火锅丸滑	飞鱼籽,风味包,鱼籽,水产配菜
大鹏海畔多春鱼300g	生鲜-海鲜水产-海水鱼-多春鱼（胡瓜鱼）	
雀巢丝滑摩卡咖啡饮料268ml(新老包装随机发货)	快消品-饮料冲调-咖啡/功能饮料-咖啡饮料	摩卡,cafe,摩卡咖啡,咖啡饮,咖啡饮料,饮料,酒水饮料,咖啡
甘肃静宁苹果4粒  880-1000g	生鲜-水果-仁果类-苹果	苹果,平安果,仁果,水果
四川安岳柠檬 4粒	生鲜-水果-柑桔橙柚类-柠檬	柠檬,柠檬果,水果
红豆女士内裤8087-1四条盒装XL（三角裤）	服装服饰-女装-女士内衣-女士内裤	
鲜活桂鱼900g起	生鲜-海鲜水产-淡水鱼-桂鱼	桂鱼,鲜活水产,鳜鱼,海鲜水产,鲜活淡水鱼,桂花鱼,鱼
艺杏蜜汁干250g	快消品-面点速食-豆制品-其他豆制品	杏,豆制品,蜜汁干,制干
华英毛血旺鸭血260g	快消品-面点速食-火锅丸滑-鸡鸭猪血	毛血旺,血旺,鸭血
兴伦40-41码流星雨男拖鞋1双	服装服饰-鞋靴配饰-男鞋-男士拖鞋	
鲜活韩国进口生蚝（三倍体）	生鲜-海鲜水产-海水贝-生蚝	生蚝,牡蛎,贝类,鲜活水产,蚝蛎,海鲜,海鲜水产,海蛎子,活生蚝,海蛎,蛎黄,蛎蝗
南非鲜橙4粒装800g起	生鲜-水果-柑桔橙柚类-橙子	鲜橙,橙,橙子橙,南非橙,橙子,水果
信远斋桂花酸梅汤饮料300ml	快消品-饮料冲调-果蔬汁饮料-其他果蔬汁饮料	果饮,蔬果汁,桂花酸梅汤,酸梅饮料,酸梅汤汁,果蔬饮,果蔬汁饮料,饮料汁,果蔬汁,酒水饮料,酸梅汤,果汁饮料,果蔬,果汁,梅汤,饮料,酸梅汤饮料,水果汁,水饮料,果蔬饮料,乌梅汁,酸梅汁
往往26-28cm男士抗菌精梳棉短袜1双(颜色随机)	服装服饰-男装-男士内衣-男袜	棉袜,棉袜子,袜子,短袜,男袜,袜
导师570霞多丽葡萄酒750ml	快消品-中外名酒-葡萄酒-白葡萄酒	萄萄酒,酒,葡萄酒,萄葡酒,酒水饮料,葡萄酒酒,霞多丽
赛茫达焦糖奶油布丁风味冰淇淋（分享杯）500g	快消品-乳品冷饮-冰淇淋-杯装冰淇淋	冰淇凌,冰激淋,冰淇琳,雪糕,冰糕,冰淇淋杯,冰激凌,冰淇淋
小农庄蒜香味烤面包干50g50g	快消品-休闲食品-饼干曲奇-甜饼干	面包,休闲零食,面包片,面包干,烤面包干,烤面包,土司
品客咸酸味薯片158g	快消品-休闲食品-膨化食品-薯条薯片	薯条薯片,休闲零食,薯片
(整箱)蒙牛纯牛奶百利200ml*16	快消品-乳品冷饮-常温乳制品-常温纯牛奶	纯牛奶,常温牛奶,纯奶,乳制品,牛奶,奶
哈塔哈密瓜味波子汽水饮料200ml	快消品-饮料冲调-碳酸饮料-其他口味汽水	汽水饮,汽水饮料,水饮料,碳酸饮料,饮料,波子汽水,波子水,气泡水,酒水饮料,汽水水,汽饮料,碳酸水,汽水,碳水饮料
(整箱)百事可乐碳酸饮料330ml*24瓶	快消品-饮料冲调-碳酸饮料-可乐汽水	可乐,水饮料,碳酸饮料,饮料,可乐饮料,酒水饮料,汽水,百事可乐
螺丝椒160-210g	生鲜-蔬菜-调味菜类-辣椒	蔬菜,螺丝椒,辣椒
茶树菇150g	快消品-粮油调味-南北干货-菌菇干货	
嘉顿提子面包180g(4个装)	餐饮熟食-烘焙糕点-面包吐司-花式面包	烘焙面点,面包,bread,面包子
清风植萃纯品3层120抽抽纸6包	快消品-清洁用品-纸品-抽纸	抽纸纸,纸,抽纸巾,纸巾,抽纸包,餐巾纸,卫生纸,擦手纸,面巾纸,纸抽纸,清风纸,纸抽,面纸,软抽,抽纸
鹰嘴芒600g	生鲜-水果-热带水果-芒果	鹰嘴芒,芒果,水果,芒果芒
养元六个核桃礼盒（添加磷脂）270ml*12	快消品-饮料冲调-蛋白饮料-植物蛋白饮料	六个核桃,核桃,水饮料,植物蛋白,饮料,礼盒,酒水饮料,植物饮料,植物蛋白饮料,核桃添加磷脂
袋芝莲大号双骨式保鲜自封袋9枚	家居家装-厨房用品-一次性用品-保鲜膜/袋	自封袋,封口袋,家居厨卫,袋子,保鲜膜,食品袋,塑封袋,密封袋,密实袋,厨房工具,保鲜袋
象优选一级和田厚肉骏枣400g	快消品-粮油调味-南北干货-红枣	骏枣,枣,枣子,南北干货,象优选,和田骏枣,粮油副食,自营干货
伊田酸辣汤米线526g	快消品-面点速食-冷藏面点-冷藏面条/粉	米,汤米线,米线
每日鲜语鲜牛奶PET720ml(新老包装随机发货)	快消品-乳品冷饮-低温乳制品-冷藏鲜牛奶	纯牛奶,冷藏鲜奶,鲜奶,纯奶,乳制品,牛奶,鲜牛奶,奶
唐野诚品五谷杂粮团子400g	快消品-面点速食-冷冻面点-其他面点	速冻食品,杂粮,冷冻面点,五谷杂粮,团子,面点
德莱克清香型浓缩洗洁精500ml	快消品-清洁用品-厨卫清洁-洗洁精	洗涤灵,家居厨卫,洗碗精,洗洁灵,家庭清洁,洗洁精,厨房清洁,洗碗液,厨房,清洗剂
祝富豆制品火锅营养套餐680g	快消品-面点速食-豆制品-其他豆制品	火锅,豆制品,冷藏豆制品,冷藏食品
象大厨椰子鸡火锅1.62kg	餐饮熟食-快手菜肴-冷冻快手菜-冷冻禽类快手菜	火锅,鸡火锅,加热即食,椰子鸡火锅
蒲福传统颗粒芥末酱200g	快消品-粮油调味-调味酱-其他调味酱	芥辣,酱,粮油副食,芥末,调味酱,酱料,芥末酱
脉动维生素饮料西瓜口味600ml	快消品-饮料冲调-咖啡/功能饮料-运动饮料	脉动饮料,维生素功能饮料,运功饮料,功能饮料,水饮料,饮料,维生素,酒水饮料,运动,运动饮料,维生素饮料
秘鲁玻璃脆无籽红提400g	生鲜-水果-浆果类-提子	无籽提,无籽提子,提子,红提,水果
小黄姜(原料C)	生鲜-蔬菜-调味菜类-姜	黄姜,小黄姜,蔬菜,生姜,姜
金宝丽巧克力夹心饼干100g	快消品-休闲食品-饼干曲奇-夹心饼干	饼干曲奇,夹心饼,夹心饼干,休闲零食,曲奇,巧克力夹心,饼干
蓝雪ASC麻辣上汤三文鱼柳(贴体)250g	生鲜-海鲜水产-海水鱼-三文鱼	鱼柳,三文鱼,刺身,海鲜水产,冷冻水产,三文鱼柳,鱼
梭子蟹钳400g	生鲜-海鲜水产-海水蟹-梭子蟹	梭子蟹钳,蟹,海鲜水产,蟹钳,梭子蟹
元实特级初榨橄榄油750ml	快消品-粮油调味-食用油-橄榄油	食用油,粮油副食,橄榄油
可米小子加州西梅200g	快消品-休闲食品-果干蜜饯-梅类	小西梅,果干,蜜饯,西梅子,西梅,休闲零食,加州西梅,梅子,梅类制品,梅制品,果脯
鲜 罗氏沼虾500g	生鲜-海鲜水产-淡水虾-罗氏沼虾	沼虾,江虾,鲜活水产,河虾,海鲜水产,虾,罗氏虾
本地菜苔350g	生鲜-蔬菜-叶菜类-菜薹	菜苋,菜薹,蔬菜,叶菜,青菜,小菜
千禧果原料	生鲜-水果-浆果类-小番茄	浆果,圣果,圣女果,西红柿,千禧,小西红柿,车厘茄,番茄,千禧番茄,千禧果,蕃茄,水果
鲜活公大闸蟹1只(1.5两起)	生鲜-海鲜水产-淡水蟹-大闸蟹	蟹,大闸蟹,大闸蟹公,鲜活淡水蟹,公蟹,闸蟹,鲜活水产,海鲜水产,毛蟹,蟹子,河蟹,螃蟹
泰森冷冻鸡翅根500g	生鲜-肉禽蛋-鸡肉-鸡翅	冻翅根,鸡根翅,鸡,鸡翅,翅根,鸡根,鸡肉,鸡翅根
黄色乒乓菊2枝	家居家装-鲜花礼品-花-单一鲜花花束	鲜花,乒乓菊,花卉
凤中皇冷冻168清远鸡800g	生鲜-肉禽蛋-鸡肉-整鸡	清远鸡,全鸡,鸡肉,鸡
海南小腰芒(原料)	生鲜-水果-热带水果-芒果	小腰芒,腰芒,芒果,芒果芒,水果
吉香居腌酱咸菜爽口下饭菜330+96g	快消品-粮油调味-酱菜-其他酱菜	爽口菜,榨菜,咸菜,腌酱咸菜,腌酱,下饭菜,酱菜,方便速食,腌菜,粮油副食,小菜
味满分意式风情香草黑胡椒海盐粒40g	快消品-粮油调味-调味料-复合调味料	黑胡椒,调味料,椒盐,黑胡椒碎,调味粉,胡椒,盐,海盐粒,黑胡椒粉,海盐,佐料,味椒盐,黑胡椒粒,椒盐粉,配料
飘零大叔酥脆冬枣60g（新老包装随机发货）	快消品-休闲食品-果干蜜饯-枣类	蜜饯,枣,枣子,大枣,冬枣,休闲零食,果脯
冈本002聚氨酯0.02mm避孕套6片	医疗保健-计生情趣-计生用品-避孕套	安全套,安全避孕,计生用品,避孕套,保险套
牛栏山珍品精酿42度500ml	快消品-中外名酒-白酒-浓香型白酒	牛酒,酒,珍酒,珍品,白酒,白酒酒,二锅头,酒水饮料,酒精度,精酒
Ocean欧欣四方水杯320ml（玻璃杯）	家居家装-厨房用品-水具酒具-玻璃杯	
三珍斋盐水鸡300g	餐饮熟食-火腿熟食-熟食卤味-卤味禽类	盐水鸡,卤菜,鸡,RTH常温肉禽,咸水鸡,加热即食
鲜活美贝(原料)(15-25粒/500g)	生鲜-海鲜水产-海水贝-蛤蜊	
土豆400-500g	生鲜-蔬菜-根茎类-土豆	马铃薯,土豆,洋芋,蔬菜
韩国 宝贝生蚝900g/盒	生鲜-海鲜水产-海水贝-生蚝	生蚝,牡蛎,贝类,鲜活水产,蚝蛎,海鲜,海鲜水产,海蛎子,活生蚝,海蛎,蛎黄,蛎蝗
水塔老陈醋800ml	快消品-粮油调味-调味汁/油-醋	老陈醋,水塔醋,醋,陈醋,老醋,粮油副食
汉帝8吋苏丹王榴莲披萨280g	快消品-面点速食-冷冻面点-披萨	速冻食品,冷冻面点,榴莲披萨,披萨,面点
珠江桥纯米醋500ml	快消品-粮油调味-调味汁/油-醋	粮油副食,纯米醋,米醋,醋
新鲜长豆角 500g/份 ±30g	生鲜-蔬菜-果实豆类-四季豆	
(组合装)象大厨脆皮烤肠200g+芒果汁248ml	餐饮熟食-火腿熟食-培根肉肠-中式香肠	加热即食,RTE联营即食肉禽,脆皮烤肠,肉肠,烤肠
鲜活母大闸蟹1只1.3-1.7两	生鲜-海鲜水产-淡水蟹-大闸蟹	
百事可乐无糖青柠口味可乐型汽水330ml*12	快消品-饮料冲调-碳酸饮料-可乐汽水	汽水饮,可乐水,可乐,汽水饮料,水饮料,无糖可乐,碳酸饮料,饮料,可乐饮料,酒水饮料,汽饮料,汽水水,0糖,碳酸水,汽水,百事可乐,碳水饮料
老诚一锅酱香微辣牛小排火锅1.2kg	餐饮熟食-快手菜肴-预制菜-肉禽类预制菜肴	牛小排,火锅,小排
素农鲜鸡蛋15枚728g	生鲜-肉禽蛋-鲜蛋-鲜鸡蛋	土鸡蛋,鸡蛋,鲜蛋,鲜鸡蛋
虾滑(火龙果味)150g	快消品-面点速食-火锅丸滑-滑类	虾滑,虾,海鲜水产,水产配菜
绿叶子比萨面包260g260g	餐饮熟食-烘焙糕点-面包吐司-花式面包	烘焙面点,面包,bread
如水鱼皮花生500g	快消品-休闲食品-坚果炒货-花生	鱼皮花生,花生,如水鱼皮花生,坚果,如水鱼皮,休闲零食,干果,皮花生,炒货
正大冷鲜鸡爪500g	生鲜-肉禽蛋-鸡副件-鸡爪	鸡爪爪,凤爪,鸡掌,冷鲜鸡爪,鲜鸡爪,鸡手,鸡爪子,鲜鲜鸡爪,鸡脚,鸡爪,鸡肉,鸡鸡爪,鸡大爪
妈妈面手工菠菜面 250g	快消品-粮油调味-面条-其他面条	挂面,米面,面条,面,面片,方便速食,粮油副食,菠菜面
